id, disaster_id, name_of_assessor, county, municipality, code, name_property_owner, street_address,  city,   zip_code, date,lat, lng, location_notes, owner_type, phone_number, home_type, property_type, type_of_disaster, damage_foundation, damage_floor, damage_exterior, damage_interior, damage_plumbing, damage_hvac,damage_roof, damage_electrical, damage_category, flood_insurance, marketvalue_structure, marketvalue_contents, marketvalue_land, insurance_structure, insurance_contents, insurance_land, name_insurance, phone_insurance, disaster_structure, disaster_contents, disaster_land, comments
780,disasterB,Anthony Williams,Allegheny,Ipoh,49,Sandra Garza,7 Russell Alley,Dujiajing,30648,8/10/16,4.6118,101.1135,Multi-tiered clear-thinking service-desk,Yellow,60-(332)843-3536,multi_family,type3,earthquake,0.44,0.03,0.57,0.64,0.38,0.79,0.77,0.77,0.52,TRUE,66568,20374,64628,15549,18866,74867,Gerald Bradley,86-(961)900-9150,15191,60526,23079,Inverse fresh-thinking leverage
781,disasterC,Andrew Harvey,Allegheny,Shencun,50,Angela George,4 Eastwood Center,Matadi,,6/23/16,31.05168,118.85115,Networked multi-state product,Fuscia,86-(506)938-2828,single_family,type1,landslide,0.97,0.84,0.44,0.48,0.07,0.04,0.68,0.68,0.85,TRUE,49560,23449,22654,40015,67397,25561,Mary Lewis,242-(328)230-6939,78341,92270,22406,Self-enabling uniform knowledge user
782,disasterB,Michelle Robinson,Allegheny,Dordrecht,9,Ashley Pierce,23842 Tennessee Alley,Liborina,5436,1/18/17,-31.372,27.04878,Multi-lateral object-oriented capacity,Crimson,27-(677)776-2620,multi_family,type1,landslide,0.23,0.91,0.31,0.56,0.81,0.22,0.56,0.56,0.44,FALSE,22729,80326,88929,66248,34526,25663,Mary Lopez,57-(303)691-2440,14391,36671,54552,Streamlined secondary system engine
783,disasterB,Earl Hunt,Somerset,Damaying,22,Victor Cruz,0168 Lillian Junction,Mahuta,,11/9/16,38.36667,101.2,Self-enabling attitude-oriented structure,Blue,86-(357)205-5350,multi_family,type3,flood,0.66,0.54,0.93,0.55,0.41,0.34,0.32,0.32,0.75,TRUE,1213,41496,21813,59331,28858,21538,Eugene Harvey,234-(355)569-4396,43027,26019,61586,Synergized contextually-based forecast
784,disasterD,Carlos George,Somewhereelse,Pakisrejo,32,Catherine Shaw,94 Autumn Leaf Road,Lianghe,,6/29/16,-8.129,112.0781,Object-based needs-based open system,Crimson,62-(978)344-3513,mobile,type4,fire,0.86,0.83,0.51,0.65,0.28,0.19,0.47,0.47,0.57,TRUE,30940,75694,29372,22535,40054,43976,Evelyn Adams,86-(839)734-7409,24368,55561,78470,Grass-roots eco-centric encryption
785,disasterA,Chris Garrett,Somerset,TÃ¡la,19,Debra Harrison,2173 Daystar Terrace,StrÃ¶mstad,,10/18/16,34.83745,32.43272,Synchronised fresh-thinking hierarchy,Turquoise,357-(832)773-4918,mobile,type2,flood,0.74,0.52,0.19,0.26,0.58,0.86,0.56,0.56,0.15,TRUE,90654,23670,81165,78698,59184,63176,Justin Patterson,46-(506)532-6499,34618,25228,50605,Managed bifurcated complexity
786,disasterC,Steve Banks,Somewhereelse,CalvÃ£o,38,Edward Fowler,4 Maryland Way,Taklale,3840-045,10/25/16,40.4833,-8.7,Multi-layered intermediate neural-net,Red,351-(206)267-8547,mobile,type2,earthquake,0.31,0.55,0.94,0.14,0.07,0.62,0.64,0.64,0.42,TRUE,31116,12298,36781,86137,34899,18446,Alice Burke,62-(516)179-5103,3723,65745,27889,Switchable directional instruction set
787,disasterD,Todd Lane,Somerset,Poitiers,16,Stephen Cook,0 Lien Parkway,Alor Setar,86083 CEDEX 9,8/27/16,46.5833,0.3333,User-centric analyzing synergy,Teal,33-(883)130-8024,multi_family,type4,flood,0.48,0.64,0.03,0.82,0.91,0.78,0.08,0.08,0.05,TRUE,8244,64081,3969,89108,76186,26191,Keith Bowman,60-(824)692-2051,89345,90618,17862,Monitored discrete interface
788,disasterD,Irene Sullivan,Somerset,Pamedilan,22,Jesse Roberts,356 Meadow Ridge Circle,Shiqiaotou,,3/4/16,-8.3652,114.6433,Enhanced demand-driven architecture,Teal,62-(698)918-9471,multi_family,type2,fire,0.29,0.89,0.22,0.13,0.13,0.47,0.71,0.71,0.38,TRUE,62565,79247,42127,58642,85378,66521,Antonio Ramirez,86-(733)623-5473,7728,64187,78033,Proactive client-driven support
789,disasterD,Shawn Wilson,Allegheny,Ranua,3,Ronald Payne,1425 Havey Plaza,Vergara,97701,3/7/17,65.91667,26.53333,Universal client-server parallelism,Puce,358-(213)835-6759,mobile,type4,fire,0.59,0.03,0.57,0.07,0.65,0.79,0.43,0.43,0.9,TRUE,25302,19535,64607,98165,79279,34887,Benjamin Davis,598-(140)723-7001,85280,96698,39119,Profit-focused interactive moderator
790,disasterB,Andrea Romero,Somerset,Jiangduo,29,Beverly Long,89 Donald Point,ChÃ_nov,,10/22/16,32.36608,120.24107,Re-engineered intermediate service-desk,Violet,86-(430)245-8068,single_family,type3,earthquake,0.81,0.64,0.3,0.78,0.74,0.65,0.64,0.64,0.84,TRUE,80409,53143,97935,22693,6663,44970,Christina Perez,420-(990)302-1801,67005,19835,84243,Vision-oriented grid-enabled product
791,disasterD,Virginia Moore,Allegheny,Tanjung Timur,23,Jack Edwards,74983 Jenna Court,Konibodom,,11/15/16,-7.187,111.4987,Synchronised 5th generation workforce,Puce,62-(529)989-1905,multi_family,type2,earthquake,0.96,0.27,0.21,0.1,0.31,0.93,0.92,0.92,0.1,TRUE,70014,81467,77992,99846,96603,60969,Jimmy Adams,992-(759)547-3204,39961,95242,30107,Self-enabling 5th generation array
792,disasterC,Rachel Tucker,Somewhereelse,Merke,37,Anne Carter,5 Lakewood Gardens Center,Kimanuit,,8/28/16,42.86772,73.17623,Self-enabling fresh-thinking parallelism,Orange,7-(453)330-3636,multi_family,type3,landslide,0.81,0.49,0.32,0.85,0.5,0.81,0.93,0.93,0.79,TRUE,6391,74714,98432,80604,53,19067,Michelle Austin,63-(690)992-1535,97120,50759,73134,Visionary secondary info-mediaries
793,disasterA,Wanda Riley,Somerset,Saint-Maixent-l'Ã‰cole,5,Jesse Cook,93 Summit Crossing,Odawara,79404 CEDEX,6/7/16,46.4139,-0.2089,Open-architected asymmetric success,Fuscia,33-(205)413-8613,multi_family,type3,fire,0.15,0.22,0.19,0.33,0.4,0.71,0.37,0.37,0.1,FALSE,84138,38575,64024,96321,51739,36477,Mary Henderson,81-(191)913-5738,76842,59560,90690,Managed client-driven array
794,disasterA,Steven Gomez,Somewhereelse,Rendeng,32,Jonathan Gomez,7323 Prairie Rose Way,Majiang,,4/22/16,-6.8099,111.5137,Progressive bi-directional function,Goldenrod,62-(670)118-5678,single_family,type1,flood,0.57,0.34,0.23,0.27,0.7,0.17,0.38,0.38,0.68,FALSE,41357,84467,6667,88326,37026,1139,Sean Williamson,86-(333)325-4358,19198,9181,86408,Digitized attitude-oriented focus group
795,disasterB,Gary Rice,Somerset,BÄÅjitpur,4,Aaron Jordan,6985 Superior Hill,Santa Rita,2338,4/2/16,24.21623,90.95002,Operative holistic alliance,Indigo,880-(398)480-9984,single_family,type2,flood,0.64,0.24,0.31,0.84,0.18,0.91,0.14,0.14,0.97,FALSE,73912,47791,6964,73698,77568,92443,Sarah Weaver,55-(332)740-9363,59906,73084,1044,User-friendly heuristic leverage
796,disasterD,Michelle Austin,Somerset,Vovchansâ€™k,17,Ashley Andrews,479 Waywood Point,Berkovitsa,,4/4/17,50.29078,36.94108,Enhanced regional policy,Aquamarine,380-(933)111-0461,single_family,type4,flood,0.24,0.82,0.26,0.5,0.5,0.97,0.64,0.64,0.03,FALSE,9555,28063,70670,54272,21080,36065,Peter Campbell,359-(438)995-9110,30757,59309,75864,Advanced 6th generation encryption
797,disasterA,Julie Medina,Somewhereelse,Na Muen,30,Lawrence Olson,75073 Ridgeway Way,Tiflet,55180,5/21/16,18.18931,100.66047,Versatile systematic monitoring,Yellow,66-(481)966-7826,multi_family,type3,flood,0.07,0.2,0.68,0.69,0.54,0.72,0.9,0.9,0.32,TRUE,47431,19781,91602,57521,71828,23194,Christina Richards,212-(654)546-0728,81757,12084,69515,Exclusive background contingency
798,disasterC,Richard Flores,Somerset,Vrdy,12,Kathleen Gomez,24 Oak Center,Yeniugou,285 71,6/23/16,49.92153,15.47243,Visionary logistical functionalities,Indigo,420-(294)823-2955,mobile,type2,earthquake,0.28,0.25,0.81,0.53,0.61,0.83,0.62,0.62,0.6,TRUE,7035,39067,42062,97618,95630,41136,Brian Cox,86-(325)349-5934,25945,94234,1333,Balanced dedicated adapter
799,disasterC,Cynthia Chavez,Allegheny,Hingatungan,10,Michelle Nelson,9 Bay Junction,Sakharovo,2500,4/23/16,10.584,125.1852,Innovative zero administration analyzer,Indigo,63-(379)303-0969,multi_family,type1,earthquake,0.11,0.24,0.74,0.75,0.11,0.36,0.54,0.54,0.09,FALSE,14938,83461,6923,11184,13941,80852,Beverly Stanley,7-(739)694-2868,37931,1758,16374,Open-source executive model
800,disasterD,Jonathan Gutierrez,Somerset,Prigi,8,Jason Ortiz,1330 Towne Plaza,Kuwait City,,12/10/16,-8.2721,111.7151,Quality-focused scalable support,Purple,62-(927)203-2652,single_family,type3,fire,0.34,0.42,0.86,0.23,0.21,0.02,0.09,0.09,0.79,FALSE,67922,40123,29025,52523,50258,34821,Ruth Bishop,965-(210)930-5968,83977,95319,55607,Optimized mission-critical local area network
801,disasterD,Cheryl Miller,Somewhereelse,Ungheni,3,George Wright,4540 Parkside Alley,Lianhe,MD-3652,1/12/17,47.20417,27.79583,Reverse-engineered local instruction set,Violet,373-(591)589-3507,single_family,type4,fire,0.68,0.91,0.27,0.79,0.73,0.29,0.64,0.64,0.48,FALSE,18259,73424,16297,86156,30691,51145,Aaron Jenkins,86-(963)321-2128,78231,38198,78223,Open-architected contextually-based extranet
802,disasterA,Christopher Hanson,Somerset,Pedregulho,5,Angela Williams,1015 Oxford Avenue,Sharâ€™ya,14470-000,1/7/17,-20.25694,-47.47667,De-engineered secondary alliance,Blue,55-(139)860-7866,single_family,type3,earthquake,0.12,0.06,0.36,0.94,0.65,0.59,0.29,0.29,0.54,FALSE,77739,38651,17294,19207,53889,4426,Lawrence Fuller,7-(890)427-4751,95966,49686,5196,Open-source 5th generation projection
803,disasterC,Theresa Rivera,Somewhereelse,Sandviken,22,Andrea Arnold,2741 Beilfuss Junction,Suleja,811 30,3/31/17,60.6167,16.7667,Profit-focused optimal paradigm,Khaki,46-(698)471-8911,mobile,type3,landslide,0.64,0.45,0.51,0.44,0.7,0.93,0.85,0.85,0.83,FALSE,31668,54785,9933,93480,40523,71614,Edward Medina,234-(907)958-7014,6919,54160,95310,Robust tangible application
804,disasterB,Susan Wells,Somewhereelse,Dhali,6,Irene Holmes,0 Dahle Place,Choroszcz,,4/17/16,35.025,33.42083,Managed cohesive function,Pink,357-(300)606-1060,multi_family,type4,landslide,0.18,0.11,0.62,0.76,0.97,0.85,0.03,0.03,0.59,TRUE,37066,93151,37852,22641,90131,79659,Russell Ford,48-(428)121-6630,40963,18364,1129,Grass-roots tertiary open architecture
805,disasterA,Joan Owens,Allegheny,Chengxi,15,Frank Henderson,308 Waxwing Park,Anhua,,6/19/16,30.2092,107.2589,Face to face incremental concept,Yellow,86-(609)395-4437,single_family,type2,flood,0.88,0.86,0.12,0.53,0.62,0.95,0.5,0.5,0.5,FALSE,82685,55628,97826,65741,1306,71672,Jesse Sullivan,86-(697)728-4037,27722,68447,42989,Robust background contingency
806,disasterC,Edward Boyd,Somewhereelse,KÅçnan,24,Ruby Cook,844 Lake View Parkway,VÃ©nissieux,491-0817,7/30/16,35.33165,136.87042,Future-proofed bifurcated moderator,Fuscia,81-(223)767-9509,mobile,type2,fire,0.08,0.68,0.32,0.35,0.6,0.7,0.97,0.97,0.03,TRUE,33260,90257,62709,10788,9431,42083,Mark Freeman,33-(163)850-1516,34723,15186,11178,Mandatory bifurcated flexibility
807,disasterC,Rebecca Gordon,Somerset,Lannion,1,Louise Stone,6471 Doe Crossing Court,Trawniki,22304 CEDEX,3/30/16,48.7333,-3.4667,Phased multimedia secured line,Indigo,33-(989)946-8738,single_family,type3,earthquake,0.11,0.39,0.16,0.55,0.23,0.05,0.71,0.71,0.29,TRUE,40295,8788,99645,36593,45206,81345,Raymond Morales,48-(429)430-1556,57672,46539,52159,Multi-channelled didactic approach
808,disasterB,Adam Sanchez,Allegheny,BeijÃ_s,32,Jessica Watson,44 Rieder Way,Quezon City,3430-505,1/5/17,40.5,-7.9667,Implemented multi-tasking task-force,Purple,351-(780)431-5750,multi_family,type3,fire,0.03,0.39,0.14,0.52,0.01,0.69,0.39,0.39,0.86,TRUE,25405,83193,5756,61799,38754,14871,Larry Ford,63-(429)418-7588,66778,81873,4945,Object-based exuding open system
809,disasterA,Jeremy Bell,Allegheny,Rude,12,James Webb,67117 Manley Park,Zhlobin,10430,6/26/16,45.76667,15.66667,Persistent holistic matrices,Pink,385-(513)242-1028,mobile,type1,landslide,0.6,0.41,0.65,0.66,0.84,0.92,0.06,0.06,0.65,FALSE,73448,10736,37589,45638,57162,52651,Matthew Sullivan,375-(213)176-3430,44239,89525,79392,Cross-platform heuristic customer loyalty
810,disasterB,Roger Burns,Somerset,Gangsha,41,Ann Nelson,5 Sauthoff Center,Esik,,6/12/16,30.977,81.2875,Up-sized multi-state framework,Crimson,86-(378)927-7731,multi_family,type2,fire,1,0.06,0.65,0.28,0.22,0.33,0.7,0.7,0.85,FALSE,93892,60361,76465,37367,89196,8444,Denise Vasquez,7-(666)224-3809,75719,53524,69069,Visionary 3rd generation service-desk
811,disasterC,Phyllis Gonzalez,Somerset,Jeremi,39,Andrea Cole,2 Carberry Parkway,Puhja,,12/10/16,18.65,-74.11667,Exclusive neutral firmware,Violet,509-(848)998-1415,multi_family,type1,earthquake,0.76,0.48,0.48,0.14,0.99,0.12,0.53,0.53,0.86,TRUE,79336,43773,20441,82445,76916,66802,Arthur Clark,372-(517)818-0264,78956,6580,79675,Open-source analyzing paradigm
812,disasterA,Henry Lopez,Somewhereelse,Tanjungbatu,22,Richard Carter,51 Sycamore Trail,Jiujie,,9/2/16,-8.269,123.4655,Profound regional hub,Violet,62-(638)351-5701,single_family,type3,landslide,0.54,0.31,0.62,0.86,0.86,0.33,0.12,0.12,0.54,FALSE,58198,12316,26194,31024,81623,53813,Ruby Bradley,86-(611)104-3357,55008,61963,20436,Expanded disintermediate parallelism
813,disasterD,Norma Wright,Somerset,MrzeÅ_yno,21,Mark Campbell,16 Sundown Park,Heshan,72-330,10/28/16,54.14384,15.29142,Visionary content-based help-desk,Yellow,48-(837)159-2445,multi_family,type3,fire,0.41,0.97,0.54,0.98,0.08,1,0.32,0.32,0.95,TRUE,88103,32868,46322,86650,62014,58305,Jennifer Griffin,86-(165)514-5479,53909,54245,32577,Exclusive maximized extranet
814,disasterC,Jean Henderson,Somewhereelse,PanaitÃ_lion,50,Sandra Ortiz,63 Eastlawn Lane,RogÃ_w,,4/15/16,38.58333,21.45,User-centric secondary approach,Blue,30-(761)455-7647,multi_family,type4,landslide,0.5,0.76,0.33,0.17,0.21,0.96,0.41,0.41,0.09,TRUE,15696,78955,42310,94334,8294,92766,Eric Hall,48-(596)988-6904,71035,14912,8630,User-friendly exuding migration
815,disasterC,Barbara Jones,Somewhereelse,Donghe,25,Keith Fisher,7 Basil Avenue,Kuidou,,4/5/16,32.23341,106.30126,Ergonomic clear-thinking challenge,Teal,86-(207)508-0841,single_family,type1,flood,0.91,0.72,0.52,0.58,0.69,0.08,0.23,0.23,0.6,FALSE,12833,99203,14861,86703,66724,80561,Louise Wells,86-(912)984-6239,50084,14370,13037,Multi-lateral value-added budgetary management
816,disasterA,Johnny Lawson,Allegheny,Ocucaje,35,Beverly Robertson,3 Sachtjen Drive,Namioka,,5/14/16,-14.34861,-75.66917,Decentralized object-oriented hierarchy,Khaki,51-(264)338-5027,single_family,type4,earthquake,0.03,0.56,0.15,0.18,0.48,0.87,0.19,0.19,0.38,FALSE,97818,77451,48010,41579,41597,66507,Tina Roberts,81-(494)490-9939,93893,54399,14854,Mandatory 4th generation matrix
817,disasterD,Marie Baker,Somewhereelse,Grabovci,15,Frank Howell,378 Eastwood Circle,Nicosia,22215,7/8/16,43.49278,17.20111,Configurable zero tolerance help-desk,Turquoise,385-(362)922-0110,mobile,type3,flood,0.62,0.91,0.16,0.96,0.37,0.43,0.09,0.09,0.49,FALSE,38512,88737,11827,25293,76644,24218,Mary Fox,357-(111)238-2526,24022,99592,82509,Optional bi-directional functionalities
818,disasterD,Charles Sims,Somerset,Hengjing,11,Elizabeth Hudson,162 Alpine Way,Porto Ferreira,,2/8/17,32.9169,119.69214,Face to face fresh-thinking workforce,Violet,86-(775)304-9520,single_family,type4,landslide,0.25,0.03,0.47,0.32,0.41,0.73,0.8,0.8,0.18,FALSE,18625,9308,99064,13079,44922,32393,Randy Ward,55-(213)756-6286,60912,73605,32617,Monitored grid-enabled intranet
819,disasterC,Ashley Ferguson,Somerset,LapinjÃ_rvi,4,Christopher Nelson,20785 Anniversary Point,Greensboro,7800,8/7/16,60.62443,26.1972,Future-proofed static definition,Orange,358-(247)388-7643,multi_family,type3,fire,0.99,0.32,0.6,0.7,0.77,0.14,0.45,0.45,0.99,TRUE,5338,84477,88026,3835,39572,4217,Earl Chapman,1-(336)822-4266,62698,16229,63619,Implemented responsive system engine
820,disasterA,Victor Stevens,Somewhereelse,Pulaupanggung,15,Lisa Martin,039 Melvin Pass,Ala,,1/3/17,-5.31812,104.74152,Automated dedicated attitude,Pink,62-(599)569-2919,single_family,type3,landslide,0.78,1,0.21,0.24,0.51,0.66,0.5,0.5,0.24,TRUE,32612,40673,29686,48182,32645,5477,Lillian Ruiz,86-(148)226-9999,15820,93510,40493,Sharable high-level intranet
821,disasterC,George Ferguson,Allegheny,Xiangxiang,4,Laura Patterson,87 Crowley Park,Tampa,,8/11/16,27.73333,112.53333,Open-architected encompassing Graphical User Interface,Khaki,86-(656)701-0621,multi_family,type1,flood,0.56,0.52,0.63,0.67,0.25,0.78,0.57,0.57,0.13,TRUE,98741,15266,40630,43614,29294,85995,Gloria Baker,1-(813)255-5190,54086,46374,87867,Fully-configurable coherent matrices
822,disasterA,Annie Howell,Somewhereelse,Oskarshamn,50,Charles Dunn,662 Sage Drive,JimaguayÃº,572 27,11/4/16,57.2646,16.4484,Fully-configurable local monitoring,Fuscia,46-(776)776-6862,multi_family,type2,earthquake,0.72,0.55,0.24,0.77,0.37,0.34,0.31,0.31,0.8,TRUE,45163,85056,22202,5731,97864,47169,Andrew Bell,53-(139)346-1320,15817,34086,58976,Future-proofed leading edge core
823,disasterD,Janet Russell,Allegheny,Mapiri,29,Julie Fox,703 Claremont Way,LibiÄ…Å_,,10/20/16,-15.25,-68.16667,Total zero tolerance forecast,Purple,591-(843)630-7993,multi_family,type1,landslide,0.89,0.74,0.78,0.64,0.01,0.13,0.02,0.02,0.78,TRUE,41360,50485,13710,46711,38731,5665,Adam Stanley,48-(444)110-6840,50386,24047,27672,Enterprise-wide content-based parallelism
824,disasterD,Ann Vasquez,Allegheny,Ciroyom,6,Ryan Carter,42632 Eagan Park,Weiwangzhuang,,1/29/17,-7.4916,107.9704,Automated local solution,Goldenrod,62-(487)940-1002,single_family,type4,earthquake,0.98,0.96,0.16,0.06,0.28,0.74,0.7,0.7,0.56,TRUE,80861,7893,464,53776,93535,58665,Sharon Lawson,86-(175)664-1410,85452,5868,81837,Networked background moratorium
825,disasterC,Stephanie Young,Allegheny,GraÄçec,48,Sean Thomas,6 Garrison Crossing,Suva Reka,10370,3/20/16,45.83333,16.31667,Intuitive zero tolerance Graphic Interface,Purple,385-(815)701-4761,single_family,type2,fire,0.79,0.59,0.45,0.85,0.72,0.12,0.63,0.63,0.41,FALSE,3637,98728,20443,65334,89163,83410,Walter Jenkins,383-(914)872-0845,51178,60903,33125,Exclusive 5th generation algorithm
826,disasterC,William Burns,Somewhereelse,Richmond,37,Katherine Snyder,8 Summerview Place,Sindangjati,9840,5/29/16,-41.33333,173.18333,Seamless optimizing software,Orange,64-(920)251-4961,multi_family,type3,landslide,0.7,0.38,0.02,0.47,0.41,0.54,0.85,0.85,0.83,TRUE,29607,14538,60852,99041,31525,35163,Ann Palmer,62-(839)596-6470,12997,9111,66430,Persistent 3rd generation contingency
827,disasterD,Virginia Rice,Somerset,Sabanagrande,11,Louis Webb,13076 Artisan Center,Tangshan,,9/3/16,13.80778,-87.25917,Adaptive global protocol,Maroon,504-(380)125-6298,mobile,type4,landslide,0.79,0.49,0.21,0.15,0.32,0.93,0.24,0.24,0.26,FALSE,91463,55970,37711,81704,2495,35894,Martha Taylor,86-(887)510-5626,38429,83143,59057,Profit-focused systematic pricing structure
828,disasterB,Andrea Garza,Allegheny,Bronkhorstspruit,24,Walter Cruz,604 Redwing Parkway,Nyala,1028,11/28/16,-25.81015,28.74248,Compatible radical emulation,Puce,27-(642)730-4304,single_family,type3,earthquake,0.12,0.11,0.85,0.76,0.21,0.07,0.17,0.17,0.27,TRUE,39331,44203,72111,43196,25160,35188,Melissa Howell,249-(430)364-5206,59122,67093,75523,Inverse asymmetric system engine
829,disasterC,Alice Harris,Somerset,Invercargill,34,Michael Payne,75 Stuart Crossing,Tominian,9845,6/15/16,-46.4,168.35,Multi-lateral regional array,Aquamarine,64-(461)412-2316,mobile,type4,fire,0.46,0.88,0.47,0.11,0,0.19,0.56,0.56,0.35,TRUE,63635,85210,51414,56102,69507,25901,Jimmy Lynch,223-(737)833-1595,71762,95599,12887,Object-based bottom-line function
830,disasterC,Elizabeth Cook,Somerset,Kurjan,10,Raymond Hicks,506 Dapin Crossing,Hobo,,11/22/16,40.7175,19.74556,Operative content-based frame,Khaki,355-(918)443-7645,multi_family,type4,flood,0.86,0.35,0.37,0.62,0.8,0.05,0.89,0.89,0.76,FALSE,21922,16549,76889,33956,33044,17650,Lori Arnold,63-(116)218-4159,71233,2325,47953,Object-based composite collaboration
831,disasterB,Gary Butler,Somewhereelse,Darovskoy,29,Kenneth Peters,45208 Golf View Trail,Humniska,612140,8/24/16,58.76999,47.95642,Streamlined next generation initiative,Purple,7-(598)483-1607,multi_family,type2,flood,0.31,0.18,0.94,0.89,0.38,0.44,0.79,0.79,0.42,FALSE,52306,62946,2818,77308,11048,16186,Scott Kennedy,48-(644)621-9012,8103,85038,34204,De-engineered intangible alliance
832,disasterD,Sharon Simpson,Somewhereelse,Pingyin,36,Julia Green,7 Washington Park,Malway,,6/30/16,36.28306,116.44528,Intuitive systematic policy,Goldenrod,86-(976)832-9176,single_family,type2,fire,0.14,0.2,0.53,0.28,0.24,0.77,0.37,0.37,0.77,TRUE,89572,90537,25279,49995,55763,12255,Lisa Hernandez,63-(234)172-6086,14686,99355,57199,Multi-tiered contextually-based methodology
833,disasterA,Brian Willis,Somewhereelse,Issy-les-Moulineaux,37,Judy Morgan,408 Summerview Drive,Yamoto,92782 CEDEX 9,5/28/16,48.821,2.2772,Phased multi-tasking Graphic Interface,Yellow,33-(409)863-9965,multi_family,type1,flood,0.36,0.08,0.61,0.73,0.38,0.92,0,0,0.11,FALSE,71404,38064,78529,60216,37783,71871,Ashley Oliver,81-(660)241-7010,19077,71236,26344,Automated coherent circuit
834,disasterD,Ruth Gardner,Somerset,Shuangxi,47,Jesse Bradley,18967 Golf Center,Tianya,,1/27/17,28.59467,119.87552,Optional impactful superstructure,Fuscia,86-(215)909-1090,mobile,type4,fire,0.61,0,0.07,0.42,0.63,0.02,0.66,0.66,0.24,TRUE,66838,35522,37559,830,73426,60926,Stephen Porter,86-(783)297-3322,27834,25149,11088,Extended incremental analyzer
835,disasterC,Christina Matthews,Somerset,Seattle,5,Kevin Simpson,541 Dahle Way,Bruzual,98104,1/20/17,47.6036,-122.3256,Vision-oriented dedicated workforce,Turquoise,1-(253)700-4497,mobile,type2,earthquake,0.51,0.03,0.19,0.11,0.53,0.93,0.7,0.7,0.33,FALSE,77302,84542,48033,66660,76671,21143,Justin Harvey,58-(180)912-9776,34374,13906,88148,Innovative incremental Graphical User Interface
836,disasterC,Randy Nichols,Somewhereelse,Palmeira das MissÃµes,16,Ernest Knight,0 Beilfuss Court,Tushi,98300-000,10/26/16,-27.89944,-53.31361,Integrated attitude-oriented application,Fuscia,55-(235)751-6011,multi_family,type2,landslide,0.52,0.8,0.1,0.66,0.55,0.2,0.68,0.68,0.48,TRUE,29101,48666,15301,39509,91691,73145,Paul Mitchell,86-(243)991-2203,59443,24451,40714,Customer-focused system-worthy encryption
837,disasterA,Craig King,Somewhereelse,San Lorenzo,16,Michael Davis,3249 6th Parkway,Xiluo,,8/11/16,-11.46667,-69.3,Open-architected well-modulated portal,Green,51-(515)236-1016,multi_family,type1,fire,0.46,0.52,0.71,0.87,0.05,0.72,0.87,0.87,0.53,FALSE,28208,2486,71875,89912,44660,74492,Janet Martinez,86-(562)142-4468,76172,38813,59479,Visionary systematic software
838,disasterD,Ryan Rose,Somewhereelse,ÄêÃ  Báº¯c,40,Clarence Ryan,8 Hoard Road,Saint Louis,,11/21/16,20.87714,105.25417,Sharable homogeneous productivity,Pink,84-(398)210-5064,single_family,type4,fire,0.99,0.3,0.87,0.86,0.37,0.89,0.3,0.3,0.95,TRUE,58274,82758,29217,84785,645,35010,Stephen Morris,1-(314)922-1300,45456,18325,10459,Multi-channelled disintermediate service-desk
839,disasterB,Earl Fields,Allegheny,Shar,43,Samuel Martin,92 Gulseth Road,Mitry-Mory,,3/28/16,49.58559,81.04852,Self-enabling intermediate solution,Blue,7-(348)769-8978,mobile,type1,fire,0.61,0.97,0.18,0.09,0.86,0.6,0.75,0.75,0.74,TRUE,40448,57492,82321,77037,19956,82312,Melissa Adams,33-(620)362-8046,55728,10471,61419,Innovative heuristic customer loyalty
840,disasterA,Bruce Patterson,Somewhereelse,Yingzhou,4,Kathleen Ray,05 Annamark Drive,Kochani,,3/11/16,30.06173,118.64434,Virtual interactive application,Violet,86-(753)103-1114,single_family,type1,flood,0.27,0.57,0.93,0.38,0.51,0.09,0.39,0.39,0.38,FALSE,4177,95865,94215,5886,37485,33490,Deborah Mason,389-(277)322-0012,51261,86858,9423,Switchable multimedia framework
841,disasterA,Deborah Daniels,Somewhereelse,As SuqaylibÄ«yah,34,Wayne Torres,80074 Forest Junction,Huaniao,,4/14/16,35.36674,36.39359,Organic coherent task-force,Violet,963-(586)432-2723,multi_family,type4,fire,0.16,0.5,0.15,0.92,0.62,0.35,0.71,0.71,0.51,FALSE,75733,58678,41084,40774,42511,44283,Janice Wallace,86-(802)471-5922,62859,73938,56186,Adaptive client-driven leverage
842,disasterC,Marie Wallace,Somerset,Kluczbork,4,Adam Washington,93 Mayfield Lane,Augusta,46-203,3/12/16,50.97281,18.21816,Realigned grid-enabled conglomeration,Turquoise,48-(518)950-2093,mobile,type1,landslide,0.32,0.22,0.25,0.66,0.64,0.11,0.12,0.12,0.34,TRUE,86615,62268,81217,24232,1631,56944,Adam Gray,1-(706)205-8282,37922,29469,3954,Distributed non-volatile matrix
843,disasterB,Gloria Rodriguez,Allegheny,Pila,26,Bonnie Johnston,2255 Comanche Drive,SarnÃ_w,4010,6/8/16,14.2325,121.3648,Focused asymmetric moderator,Purple,63-(395)324-1046,multi_family,type3,fire,0.4,0.25,0.32,0.84,0.52,0.8,0.78,0.78,0.83,FALSE,62216,79118,15869,17503,90350,38922,Kevin Cunningham,48-(476)470-0736,99367,17921,31016,Phased scalable task-force
